,corrupted,mean,median,knn,svd,mice,spectral,matrix,gmm,gain,grape,dini
mse,0.1853921283198013,0.020536319605829325,0.019932394678611746,0.02870183885779546,0.023391426381606413,0.021345724030361175,0.028751505279951635,0.022653471688525065,0.05386104079276439,0.1853921283198013,0.1853921283198013,0.03261250770083332
mae,0.3908037945713006,0.10675736310437473,0.10253847802269504,0.12643440309480192,0.1163897713647147,0.10709046861155569,0.12748924537257927,0.11296218067508135,0.16800208476846704,0.3908037945713006,0.3908037945713006,0.14383563216827536
