,corrupted,mean,median,knn,svd,mice,spectral,matrix,gmm,gain,grape,dini
mse,0.2167466073900682,0.02248360728329856,0.02325065928256667,0.028181765391950876,0.025153189039322392,0.020554775158995488,0.026683673221858006,0.023213477577144988,0.06952458148464409,0.2167466073900682,0.2167466073900682,0.03811564152519948
mae,0.425152065466762,0.10727161870141154,0.10441605113738087,0.12131496681711079,0.11716031561860152,0.10501768342733743,0.1178431329099705,0.1124874391978453,0.19919869057251038,0.425152065466762,0.425152065466762,0.15053920929443865
