,corrupted,mean,median,knn,svd,mice,spectral,matrix,gmm,gain,grape,dini
mse,0.3274862812145985,0.04090901382008809,0.0392795621528061,0.045075314322903175,0.04497527116867053,0.03807226348531999,0.05703611273957768,0.040691147898303866,0.11237626323820778,0.3274862812145985,0.3274862812145985,0.061266722708855574
mae,0.5199694634375077,0.1570826204217283,0.15005526080005493,0.1608604375817425,0.16490950924994643,0.1510853332082469,0.18462029538512184,0.15689385131397712,0.26639601980807787,0.5199694634375077,0.5199694634375077,0.19212782401702108
