,corrupted,mean,median,knn,svd,mice,spectral,matrix,gmm,gain,grape,dini
mse,0.28615157104739897,0.03129926223176803,0.031967374032965394,0.022198157967913457,0.04655029664714431,0.02940502835605258,0.0378245938846992,0.03052865893792221,0.037246779027245755,0.28615157104739897,0.28615157104739897,0.01614128062138058
mae,0.49515598519776394,0.12034202779140518,0.11094944515872834,0.08573755005313256,0.1446122873590377,0.10429517333872833,0.12087870504571523,0.11531511558998313,0.09997976614188671,0.49515598519776394,0.49515598519776394,0.08382132084953346
