,corrupted,mean,median,knn,svd,mice,spectral,matrix,gmm,gain,grape,dini
mse,0.34180355431397935,0.04793477943511092,0.0510896423902397,0.01703941645451134,0.039668988840488965,0.01632662402673416,0.026765442461300627,0.02983067981256739,0.03929695699828292,0.34180355431397935,0.34180355431397935,0.02169823904616129
mae,0.5216546565217384,0.15584874837123344,0.1382069081739503,0.07029867418743958,0.13658637138125804,0.06794610819058353,0.10098472767016847,0.11137967953151767,0.09611335094133412,0.5216546565217384,0.5216546565217384,0.09155876331369811
