,corrupted,mean,median,knn,svd,mice,spectral,matrix,gmm,gain,grape,dini
mse,0.16251564470024285,0.04157628385194134,0.042505664771303533,0.01384302019951834,0.06224165755167042,0.019106441559337065,0.05648157937235153,0.05340596323046147,0.05334191189679978,0.16251564470024285,0.16251564470024285,0.05627369543692818
mae,0.30799102813159307,0.17058131704861407,0.16035248724740297,0.06172521748140946,0.21003499038156734,0.1007275769162934,0.1814194460182861,0.18106546513485267,0.13703860256265,0.30799102813159307,0.30799102813159307,0.20039168917077574
