,corrupted,mean,median,knn,svd,mice,spectral,matrix,gmm,gain,grape,dini
mse,0.19882235417547509,0.017430694153306617,0.017481851316962473,0.021229187688060397,0.02107032420239297,0.017601390811142443,0.02297603445537832,0.020809122619012223,0.05091719574848414,0.19882235417547509,0.19882235417547509,0.040099799939766305
mae,0.41422915903380164,0.09312912608507522,0.09319538512529787,0.10629791060686815,0.10626127206549422,0.09398975717797634,0.11055146858418899,0.10537211344900678,0.17071631901103976,0.41422915903380164,0.41422915903380164,0.16318533384413642
