,corrupted,mean,median,knn,svd,mice,spectral,matrix,gmm,gain,grape,dini
mse,0.3683020209542734,0.05024565213638909,0.05363010770456386,0.02775316517556247,0.04625920285828946,0.018897966813330707,0.0356107730394595,0.03447001369365761,0.0694790522854003,0.3683020209542734,0.3683020209542734,0.025229972582692342
mae,0.5455878358055614,0.16129535074515386,0.14382801093184733,0.09554305769084064,0.14468374518767116,0.07581102638869283,0.11777485778009225,0.12133378339705635,0.15603192063299462,0.5455878358055614,0.5455878358055614,0.09903878349945816
